Months,CHN,SEA,EAS,USA,EUR,Total
6001,11200,-9100,3900,10000,-950,15050
6002,-2000,4600,-2900,1300,2900,3900
6003,0,-11700,5900,-3800,0,-9600
6004,-3800,-3300,2100,7400,0,2400
6005,12100,4400,-800,-10000,0,5700
6006,-2900,15700,2000,1000,0,15800
6007,-2600,-6200,200,-2000,0,-10600
6008,-3000,-5600,2600,15200,0,9200
6009,8400,-3500,1700,10200,0,16800
6010,100,2600,2900,1000,0,6600
6011,100,10100,-1900,0,0,8300
6012,0,21200,-3000,-11800,0,6400
6013,-2700,-2200,-1900,10600,-1200,2600
6014,-6500,6600,-8900,0,0,-8800
6015,8400,-2500,-800,10200,-1200,14100
6016,-1800,-5500,13200,-1800,-950,3150
6017,5400,-3400,200,14200,-2150,14250
6018,-4500,1600,6700,-13900,2900,-7200
6019,10400,-9200,0,12100,1000,14300
6020,-3600,-9400,2900,200,-2150,-12050
6021,-2500,7300,-1200,-1700,2900,4800
6022,12000,12800,200,-11900,1950,15050
6023,0,-8100,900,11400,-1200,3000
6024,0,3700,200,200,-1200,2900
6025,-5600,-600,3000,-2800,-950,-6950
6026,-7500,-9000,5800,13000,0,2300
6027,13100,16500,3000,-19500,750,13850
6028,-3000,6500,-1100,6400,-2150,6650
6029,100,-3500,1000,1500,-8250,-9150
6030,-6300,10000,-4300,7200,0,6600
6031,12000,-6400,100,8500,-9450,4750
6032,-2800,10000,9200,3000,11050,30450
6033,-3000,-5500,1700,-1700,1950,-6550
6034,11200,-6200,800,12200,0,18000
6035,-5700,-2800,1900,10100,13950,17450
6036,-3500,6400,1900,-12000,-950,-8150
6037,9300,12100,-1800,7300,1700,28600
6038,100,-3000,-300,400,0,-2800
6039,-5800,-6400,4800,13000,0,5600
6040,-4500,7300,800,-10600,-1200,-8200
6041,12200,-3300,-3000,12400,-1200,17100
6042,-1800,300,-4500,-1000,0,-7000
6043,-2800,6400,4800,12200,-2150,18450
6044,7600,9200,-10500,-3400,-950,1950
6045,-4800,-5400,4600,-3300,1700,-7200
6046,-600,-5500,-2000,-6700,1000,-13800
6047,12000,-8300,15900,12000,-950,30650
6048,-800,1000,2900,-14900,2900,-8900
6049,1000,-700,-4800,-4700,1950,-7250
6050,-5800,-5300,4900,11400,-1200,4000
6051,-3000,13000,-8400,1400,0,3000
6052,5600,6400,-6100,9000,0,14900
6053,-3300,6600,-11200,200,-950,-8650
6054,9000,100,10200,13000,-950,31350
6055,-2600,-5300,2100,-6900,2900,-9800
6056,-900,1000,1700,-2500,1950,1250
6057,1100,-5300,-11000,8400,-1200,-8000
6058,100,1200,1300,-2000,0,600
6059,-5500,-3800,2000,1200,-1200,-7300
6060,4700,-2800,3900,-2000,0,3800
6061,6500,3700,15800,-10800,-950,14250
6062,-3000,6500,2000,1000,0,6500
6063,11200,-12000,18400,7300,1950,26850
6064,0,-3700,-1800,2000,-950,-4450
6065,100,6600,100,8100,2900,17800
6066,-700,3700,12900,-11000,0,4900
6067,100,-3500,-3600,0,0,-7000
6068,-1800,13700,3700,200,0,15800
6069,0,800,3900,-11000,0,-6300
6070,-3000,-700,1900,-800,0,-2600
6071,-3900,7400,-11700,12000,0,3800
6072,200,-3500,-2000,10200,0,4900
6073,12100,-12000,15900,1000,0,17000
6074,-3000,22200,-800,400,-1200,17600
6075,0,3700,4800,-13800,0,-5300
6076,0,-2700,1000,10000,0,8300
6077,-3000,9200,-1800,-8600,-2400,-6600
6078,200,-5500,3800,9000,0,7500
6079,-2800,-300,-4400,-2000,-950,-10450
6080,-3800,-5300,-1000,14400,-2150,2150
6081,12100,3700,3000,-4900,2900,16800
6082,-3000,4000,1200,-700,1000,2500
6083,0,-8600,4800,-1800,-950,-6550
6084,100,6600,-10200,3500,2900,2900
6085,-5600,6200,-8200,300,1950,-5350
6086,-600,-5500,0,8200,-1200,900
6087,9200,6400,12800,-10600,-1200,16600
6088,-3600,-3400,-1000,12400,0,4400
6089,9200,4500,15900,-1000,-950,27650
6090,-3000,-8400,4800,1000,0,-5600
6091,-3000,9300,-900,-9700,750,-3550
6092,-800,-3400,-1700,11000,-950,4150
6093,8200,7400,-900,1100,2900,18700
6094,1200,-8300,2900,-800,-1200,-6200
6095,-3700,-6100,2100,12000,0,4300
6096,300,10100,-4500,-13000,-950,-8050
6097,-2600,3900,-4200,6200,-950,2350
6098,9300,-2500,-700,-4700,1700,3100
6099,-5800,3600,19600,-4700,1950,14650
6100,11400,-3000,-1900,2400,-2400,6500
6101,200,3700,-8100,10000,0,5800
6102,-3000,100,-1800,2000,-950,-3650
6103,-900,3900,12200,0,0,15200
6104,100,-8300,-700,-1900,1950,-8850
6105,-1800,800,3900,4400,-3350,3950
6106,-800,-6400,1000,-4700,1700,-9200
6107,-3700,-2700,2000,9200,-950,3850
6108,13000,6500,1900,200,-2150,19450
6109,-900,11400,-2700,-7900,1950,1850
6110,1100,1500,800,1500,750,5650
6111,-2800,-5500,5800,-3800,-950,-7250
6112,-900,9400,-12900,5300,1950,2850
6113,1000,-8600,700,1300,1950,-3650
6114,0,-2600,11200,10000,-950,17650
6115,-3800,-3500,100,-5500,1700,-11000
6116,-2700,1300,200,1300,750,850
6117,9200,2700,2100,1000,0,15000
6118,200,1700,5700,-4800,-950,1850
6119,-5600,6400,-300,5400,-1200,4700
6120,8400,-6300,-700,-900,1950,2450
6121,0,7200,2900,-2800,-950,6350
6122,0,800,5700,-14900,2900,-5500
6123,0,-600,-1800,11000,0,8600
6124,-3800,200,-4600,1000,0,-7200
6125,-1900,-8100,2000,12000,0,4000
6126,8200,5800,-1000,3200,0,16200
6127,200,4500,100,200,-1200,3800
6128,-9300,6400,7600,-12000,0,-7300
6129,5500,-3500,2000,13000,-950,16050
6130,200,7800,-4400,-13000,0,-9400
6131,9000,-6200,1100,12100,1950,17950
6132,-6600,10000,1900,-10800,-950,-6450
6133,9500,-2700,2900,2500,1700,13900
6134,-2800,-2600,-1800,-2800,0,-10000
6135,-2900,3800,-10800,13200,-1200,2100
6136,-1600,-8300,3800,9200,-1200,1900
6137,10000,900,-7900,2000,-950,4050
6138,-2800,-3100,15100,2400,-950,10650
6139,100,-5600,1000,-3500,500,-7500
6140,-9400,-6200,5500,22900,-450,12350
6141,8400,8800,-3500,-1000,-950,11750
6142,-3500,7200,4800,-2800,0,5700
6143,10100,13100,5000,-3900,1950,26250
6144,-6300,6900,-11600,11000,-1900,-1900
6145,5500,-2600,-2900,500,1700,2200
6146,8300,-8300,18700,7100,1950,27750
6147,-4500,6400,3800,-13000,-950,-8250
6148,5400,-3400,11900,10300,1950,26150
6149,-3800,1600,3900,-10900,1950,-7250
6150,-5800,6400,-6200,14000,0,8400
6151,11200,0,0,6100,1950,19250
6152,1100,6300,-13100,2200,0,-3500
6153,-2900,-5500,12200,12000,0,15800
6154,11300,-5500,3800,-3000,0,6600
6155,-800,9300,10100,0,0,18600
6156,-1800,0,-200,-4800,0,-6800
6157,-3000,-2700,-800,16200,-1200,8500
6158,-900,3800,2900,-13000,0,-7200
6159,1100,-2700,-1800,10000,0,6600
6160,-3700,-8200,3900,2000,0,-6000
6161,8300,3700,-700,2000,0,13300
6162,1000,-8800,1200,-2000,0,-8600
6163,-3000,1800,-7000,15000,0,6800
6164,-3000,-500,-3500,-2800,0,-9800
6165,8400,4500,18700,400,-1200,30800
6166,-6600,3700,3900,3000,0,4000
6167,12000,-800,0,6400,-12350,5250
6168,-2900,100,-1900,14000,-950,8350
6169,-3000,16300,-14300,-900,14900,13000
6170,-4800,-5500,1100,-1900,1950,-9150
6171,300,3700,4100,-6800,0,1300
6172,7300,-5500,2400,1400,0,5600
6173,-3000,-1700,16900,-8800,-1200,2200
6174,-4500,9400,-800,-11000,0,-6900
6175,12100,-5400,200,10200,-2150,14950
6176,-2000,-6400,4800,-1600,-1200,-6400
6177,0,-6400,3800,8100,1950,7450
6178,0,9100,-900,15000,-1900,21300
6179,-3000,-700,-1800,-2700,1700,-6500
6180,-700,9200,-6400,500,1950,4550
6181,9100,100,-2100,3400,-1200,9300
6182,-3900,9300,12100,-3900,1950,15550
6183,1100,-2800,-1200,8400,-11150,-5650
6184,-3700,-6300,1000,2000,-950,-7950
6185,9100,-6100,1100,-1900,14900,17100
6186,-800,19400,-1700,-14900,1950,3950
6187,-1800,-8400,5800,-2000,0,-6400
6188,200,6400,800,9200,-10200,6400
6189,100,-3600,1000,-2000,0,-4500
6190,-4700,7400,100,5000,12000,19800
6191,6300,6500,2000,-11000,0,3800
6192,-1800,0,-900,10000,0,7300
6193,8400,-2400,-6000,2600,-1200,1400
6194,-8500,-5400,4800,14000,0,4900
6195,9500,3700,1100,-12000,0,2300
6196,-1900,-5300,-2600,2000,0,-7800
6197,-5600,1000,4900,2000,0,2300
6198,9200,-800,3800,-3800,0,8400
6199,-7500,-2500,200,14200,-1200,3200
6200,10000,5600,2900,0,0,18500
6201,100,-5400,-200,-800,0,-6300
6202,200,9300,-3700,12000,-950,16850
6203,-3800,800,5700,-9000,-950,-7250
6204,8400,6500,-8000,-4900,2900,4900
6205,-5600,-2600,2000,11100,1950,6850
6206,9100,6600,-700,0,0,15000
6207,0,-5600,3800,-2000,0,-3800
6208,-3900,-3400,9700,2400,0,4800
6209,-1900,-5500,1100,12000,0,5700
6210,-800,-6300,2000,-2000,0,-7100
6211,12000,19400,200,-12800,0,18800
6212,-3000,-3500,3800,-1800,0,-4500
6213,0,500,-7500,10200,0,3200
6214,-600,700,900,1200,-1200,1000
6215,1000,-3400,1100,-4800,0,-6100
6216,-4600,7400,3000,-1800,0,4000
6217,-4400,3700,-100,-8800,0,-9600
6218,12000,-5400,-9100,19200,0,16700
6219,-3000,6400,800,-10600,0,-6400
6220,-2900,-6300,13000,13200,-1200,15800
6221,11200,1700,2100,-11000,0,4000
6222,-3000,9200,2000,-600,-950,6650
6223,-6500,3900,3900,-800,-950,-450
6224,9000,-8200,3000,-2900,2900,3800
6225,-6400,6400,-4300,8100,1950,5750
6226,9200,200,-3700,1000,0,6700
6227,-5600,9400,1100,-1000,0,3900
6228,10300,-8400,13100,1000,0,16000
6229,1100,-8300,500,10400,0,3700
6230,-9400,6400,3800,-8000,0,-7200
6231,12400,-6200,200,6000,0,12400
6232,-3900,4400,3800,-7600,-2400,-5700
6233,100,6200,-11200,14400,-1200,8300
6234,1100,300,-5400,9000,-950,4050
6235,-3000,6500,4800,-13600,-950,-6250
6236,0,200,12100,4300,2900,19500
6237,0,-5400,2100,-6300,-450,-10050
6238,-6400,-2600,3000,10000,0,4000
6239,12000,3700,2900,0,-950,17650
6240,0,0,0,-1000,0,-1000
6241,-3000,9200,0,-900,1950,7250
6242,200,-2900,-900,-1000,-950,-5550
6243,-800,-5300,-800,8100,2900,4100
6244,-9300,-2700,3000,1000,0,-8000
6245,10000,-3600,1900,-1000,0,7300
6246,-1700,-2600,-3600,14200,-1200,5100
6247,13100,9400,-4500,-3000,0,15000
6248,-12200,-700,6700,12200,-950,5050
6249,11100,1800,3000,-13000,-950,1950
6250,-2800,-5600,3800,10100,2900,8400
6251,1000,-600,-3900,-4700,1950,-6250
6252,100,-3500,1000,6200,0,3800
6253,0,16700,-1600,400,-10200,5300
6254,-6600,-5500,3000,2000,0,-7100
6255,9300,-3600,4700,5200,12000,27600
6256,-9400,100,2000,4200,-1200,-4300
6257,9000,16100,-1600,3000,0,26500
6258,-700,100,-5800,-2800,0,-9200
6259,9100,-8400,4200,14800,-1200,18500
6260,-3000,6700,-3500,-10000,0,-9800
6261,-800,-6000,-3100,-2400,0,-12300
6262,-5500,-2800,10400,4600,-950,5750
6263,6200,5600,3900,-1900,1950,15750
6264,8400,4400,4800,-1000,-950,15650
6265,0,-2700,1000,-2700,1700,-2700
6266,-2900,-3200,-5400,14000,0,2500
6267,-6300,-2800,3800,7200,-10200,-8300
6268,2600,18500,4800,5000,0,30900
6269,9000,-2700,-1400,1400,0,6300
6270,-2700,-700,-1100,-2800,12000,4700
6271,4600,-2700,100,11000,0,13000
6272,-2000,-8300,-600,4800,-1200,-7300
6273,8600,6700,100,-2000,0,13400
6274,-3700,-9300,3000,3000,0,-7000
6275,-1800,3600,2900,-12000,-950,-8250
6276,-1600,2600,5600,-5300,-450,850
6277,10000,0,-900,14000,0,23100
6278,-2800,6500,2900,-14900,1950,-6350
6279,0,12100,-1800,-2000,-950,7350
6280,-800,3800,2000,8200,-11150,2050
6281,-1800,100,-800,-3700,1700,-4500
6282,-6500,0,1800,9100,1950,6350
6283,7300,-2600,-2900,3200,12000,17000
6284,10100,-6300,3800,-2800,0,4800
6285,-800,4700,-2200,-400,-1200,100
6286,1000,-2500,-2600,-2000,0,-6100
6287,-5800,3700,2700,4200,-950,3850
6288,-700,-6200,-1900,-3800,0,-12600
6289,6200,-8400,7600,12300,750,18450
6290,-3800,18700,-700,-10800,-950,2450
6291,8100,-9200,4500,10300,2900,16600
6292,-1700,7300,3900,-14800,0,-5300
6293,200,-3400,-6500,12000,0,2300
6294,0,7300,800,-2600,0,5500
6295,-2700,1100,-700,-7000,0,-9300
6296,-3600,-5300,-5100,14400,0,400
6297,9200,-3600,2700,-4600,0,3700
6298,-4600,3600,3900,200,0,3100
6299,9300,6600,1100,-400,-2400,14200
6300,-1800,9400,-1700,-1000,0,4900
6301,-4700,-8400,3900,2000,-950,-8150
6302,9300,-6400,4800,11200,-2150,16750
6303,-1800,4500,3900,-16900,2900,-7400
6304,-7200,6900,-15700,12500,-200,-3700
6305,10200,3600,-5300,-1000,0,7500
6306,-3800,-5500,13100,10100,1950,15850
6307,9000,1000,-6000,200,-950,3250
6308,-2800,-6200,3700,3500,2900,1100
6309,-3800,1800,12600,-7600,0,3000
6310,8100,-1800,4000,3000,0,13300
6311,1000,-6300,14000,10000,0,18700
6312,-2800,4600,3000,-12000,0,-7200
6313,-2800,4000,-1700,4200,-1200,2500
6314,-3500,-6300,2000,-1000,0,-8800
6315,9000,7300,-100,2400,-950,17650
6316,-2900,3700,1900,-12900,1950,-8250
6317,11400,-6300,1100,10200,-2150,14250
6318,100,4500,3800,-15700,1700,-5600
6319,100,3600,-12900,13400,-1200,3000
6320,0,900,-6100,11000,-950,4850
6321,-5800,-2700,1700,1200,0,-5600
6322,0,6400,8400,1100,1950,17850
6323,0,-11900,6700,-3000,-950,-9150
6324,0,10000,12000,-1900,2900,23000
6325,0,-500,-15000,8400,0,-7100
6326,0,-6200,-1000,10200,0,3000
6327,-6700,16700,16000,-9600,-1200,15200
6328,12200,600,2000,2000,0,16800
6329,0,-3500,2600,-2600,-950,-4450
6330,100,4300,1000,2200,-950,6650
6331,0,-3300,-2600,-3900,2900,-6900
6332,-900,-8200,-2800,10300,1950,350
6333,1100,15900,200,-2800,0,14400
6334,0,900,-6100,-1000,0,-6200
6335,0,-8300,-300,12400,0,3800
6336,-3700,800,20500,-10000,0,7600
6337,1100,-6300,2900,10200,-1200,6700
6338,-900,-2600,-800,0,0,-4300
6339,1100,8500,-1800,8000,0,15800
6340,0,-6200,200,13200,-1200,6000
6341,-3000,4600,3900,-10800,0,-5300
6342,11300,18600,-900,2000,-950,30050
6343,-2900,-9200,4800,0,0,-7300
6344,0,7500,-1700,-1900,1950,5850
6345,-5800,-6100,2100,3000,0,-6800
6346,8400,3700,-10100,7300,1950,11250
6347,100,6900,-3500,-1800,-1200,500
6348,-2900,-6300,2900,9200,0,2900
6349,0,-9100,15000,400,-2400,3900
6350,-9400,7400,3900,5000,0,6900
6351,9100,13000,-8000,1000,-950,14150
6352,-800,-9100,3900,10000,0,4000
6353,12000,7500,-2600,-1700,750,15950
6354,200,3600,14800,-12800,-2150,3650
6355,100,-9400,-200,12300,1950,4750
6356,-6600,-3200,-1700,1000,0,-10500
6357,-1700,-2700,100,7100,1950,4750
6358,11200,13100,-7000,0,-950,16350
6359,-9300,8500,2000,9100,2900,13200
6360,12000,1800,4900,-15800,0,2900
6361,-700,1300,10400,-1000,0,10000
6362,1100,-6200,-800,9200,-1200,2100
6363,-2900,4400,-8600,2600,-1200,-5700
6364,200,1000,2000,2200,-2150,3250
6365,-5800,3700,5900,2000,-950,4850
6366,11300,-5600,800,6300,1950,14750
6367,-3000,3800,1100,-9900,1950,-6050
6368,100,-6100,11000,10200,-950,14250
6369,-2800,10200,-700,-18700,2900,-9100
6370,-3800,6600,3900,-4500,1950,4150
6371,8100,-11700,4000,2200,-1200,1400
6372,-5400,-2700,2900,8000,0,2800
6373,6500,3800,1200,2000,0,13500
6374,0,5500,1900,2000,0,9400
6375,0,200,-2700,10000,0,7500
6376,-3800,3600,2000,-9000,0,-7200
6377,12000,5700,-400,12600,0,29900
6378,200,7200,-1900,-11600,-2400,-8500
6379,-5500,-5800,1700,15200,0,5600
6380,-3000,9200,3800,-1600,0,8400
6381,-800,-5600,3800,-2000,-950,-5550
6382,12100,-3800,0,14200,-1200,21300
6383,100,10100,-1900,-12700,750,-3650
6384,-2800,-2600,1100,12000,-950,6750
6385,200,-2500,-3700,-3900,1950,-7950
6386,200,-9100,2900,7100,1950,3050
6387,-1800,-6100,-700,200,-1200,-9600
6388,-7200,19200,5500,-5500,750,12750
6389,11100,3600,-1700,-6800,-2150,4050
6390,1000,-8200,900,10200,0,3900
6391,-2700,3700,1700,-12500,750,-9050
6392,-2800,-6500,800,15200,-1900,4800
6393,-3600,-8200,4000,6300,1700,200
6394,9000,15700,2900,-9900,1950,19650
6395,0,6300,-9900,10200,-950,5650
6396,-3600,-2500,-100,-4700,1950,-8950
6397,9100,6600,-15000,13600,-2150,12150
6398,-5400,0,14500,4700,-7300,6500
6399,11300,800,3900,-2900,13950,27050
6400,0,-5500,15600,-3600,0,6500
6401,-2900,9300,-1800,3000,0,7600
6402,-2800,-2600,1100,10000,0,5700
6403,-3700,3700,-6100,-800,-1200,-8100
6404,12200,-2800,0,-3000,0,6400
6405,-3000,-6400,15800,14000,-950,19450
6406,0,-3000,0,13000,0,10000
6407,-1800,11400,-1800,-5900,1950,3850
6408,2100,10100,-2700,-1000,-950,7550
6409,-5800,0,4700,-4700,2900,-2900
6410,-600,300,-3600,10200,-1200,5100
6411,6400,-5500,1900,1000,0,3800
6412,100,-8200,3000,7000,0,1900
6413,-3800,-3600,1000,4400,-2400,-4400
6414,9100,7200,1900,3000,0,21200
6415,0,9200,0,-1000,-950,7250
6416,0,-2900,-1800,3000,-950,-2650
6417,-3900,-5400,2000,11100,2900,6700
6418,1000,-3300,-2900,-4800,-950,-10950
6419,-3500,300,-4800,-1700,2900,-6800
6420,9200,9500,3000,-6600,0,15100
6421,0,-5600,2000,-2000,0,-5600
6422,-2900,3800,-800,4000,0,4100
6423,-900,-9000,3900,-2000,0,-8000
6424,-4600,7300,1800,-600,-1200,2700
6425,8400,6500,-1800,-6800,-1200,5100
6426,-6400,-12200,11400,11200,0,4000
6427,12000,10100,-900,0,-950,20250
6428,0,3500,-10800,3000,-950,-5250
6429,-3000,-2800,2800,11300,1700,10000
6430,-3900,-800,12000,200,-2150,5350
6431,200,-2600,-800,6100,2900,5800
6432,9100,9200,900,3200,-2150,20250
6433,-3000,6600,-10800,9100,1950,3850
6434,8500,-5400,3000,-2000,-950,3150
6435,-3000,-5500,2000,100,1950,-4450
6436,-3000,9500,-700,-1900,1950,5850
6437,100,100,-1800,-3000,0,-4600
6438,-3800,-8200,15000,300,750,4050
6439,8100,3700,-9800,13000,0,15000
6440,-5600,-2500,2900,-1800,0,-7000
6441,12200,3700,13100,-14000,0,15000
6442,200,-5400,1000,-2000,0,-6200
6443,-3800,3900,-1900,3200,0,1400
6444,1100,-9200,3800,-4000,0,-8300
6445,-2800,-6300,3000,12000,0,5900
6446,0,16600,2000,1000,0,19600
6447,-3800,-500,-4500,3000,0,-5800
6448,9200,7200,3000,-3400,-1200,14800
6449,-900,4100,1200,-14800,0,-10400
6450,-5700,-2600,200,14200,-1200,4900
6451,-8400,-3600,3900,0,-950,-9050
6452,22400,-2500,-2000,8400,0,26300
6453,-2000,-5400,2900,-3500,750,-7250
6454,0,15700,800,-2500,750,14750
6455,100,-5700,-1800,3000,0,-4400
6456,-3000,6500,-5200,6400,-950,3750
6457,-5600,6500,-9900,0,-950,-9950
6458,-800,-2700,12800,6500,1950,17750
6459,9100,-8200,900,-1500,1700,2000
6460,-5800,6400,5800,14000,0,20400
6461,8400,-5400,3000,11000,-950,16050
6462,-900,6400,3000,-1000,0,7500
6463,300,3600,-100,-11000,-950,-8150
6464,-1800,-2600,-2700,-2900,2900,-7100
6465,-1700,6500,14900,-6700,1950,14950
6466,9300,-5500,800,-1800,0,2800
6467,1000,3700,-7100,12200,-1200,8600
6468,-2900,-2700,-900,1000,0,-5500
6469,-4500,9300,-800,1200,-1200,4000
6470,13200,-2800,13800,-3800,0,20400
6471,-3000,-5400,2000,12000,-950,4650
6472,0,-3400,-4100,-2400,-2150,-12050
6473,0,-800,2200,-900,2900,3400
6474,100,-3500,2900,-10500,1950,-9050
6475,-2800,-5500,1500,11400,0,4600
6476,-3900,900,-7000,1000,0,-9000
6477,9600,8500,900,10000,0,29000
6478,-3000,7300,11200,-8000,0,7500
6479,-2900,900,3900,3000,0,4900
6480,8500,-3300,-100,-1600,-1200,2300
6481,200,1400,-900,4000,0,4700
6482,-5800,-3600,5700,11200,-950,6550
6483,11200,-3400,100,-1000,0,6900
6484,100,13500,800,3200,-950,16650
6485,-3800,-700,-4000,-1700,1950,-8250
6486,1100,4400,-9300,6300,2900,5400
6487,-9100,-6300,14800,2000,0,1400
6488,12200,7300,-4100,-1600,0,13800
6489,-2700,-3400,2900,-2600,-1200,-7000
6490,-3700,-5300,-1600,13000,0,2400
6491,9300,2700,6700,-5800,0,12900
6492,-5500,-2600,3000,11400,-2400,3900
6493,8200,3800,200,-9000,0,3200
6494,-8600,11200,5700,600,-3350,5550
6495,11200,10100,-1800,1000,0,20500
6496,-3000,-5300,1100,-4900,1000,-11100
6497,-3000,100,-3000,14200,-950,7350
6498,-800,-9100,3000,-5900,2900,-9900
6499,12000,-11200,3900,-900,1950,5750
6500,-2900,18600,-1700,3000,-950,16050
6501,0,0,1000,-7500,1700,-4800
6502,-900,3800,-8300,12200,0,6800
6503,1000,1000,-11600,-1000,0,-10600
6504,0,-10900,-600,2200,-2150,-11450
6505,0,800,16800,1200,-2150,16650
6506,0,700,-100,-9700,2900,-6200
6507,-3700,-2700,16800,5300,1000,16700
6508,-2700,6500,-900,1000,0,3900
6509,5600,-3800,2800,300,750,5650
6510,1000,7400,-800,0,-950,6650
6511,0,800,-8900,-1900,2900,-7100
6512,-10300,-500,200,14000,0,3400
6513,13000,-2600,12100,-3800,0,18700
6514,-4500,3400,2000,2000,0,2900
6515,7400,6800,200,200,-1200,13400
6516,-2900,3600,1900,4000,0,6600
6517,-1700,-6300,2000,-2000,0,-8000
6518,13000,4300,2900,-800,-950,18450
6519,100,-700,-3600,-1000,-950,-6150
6520,-800,100,4700,700,1700,6400
6521,1100,0,-2800,-6900,1950,-6650
6522,200,6500,2800,10000,0,19500
6523,-3000,-3600,1000,200,-1200,-6600
6524,-2800,10100,-10100,10200,0,7400
6525,-3600,-8300,2100,3000,0,-6800
6526,9100,-3400,-800,11000,-950,14950
6527,100,4500,13900,-1500,-450,16550
6528,-3900,3900,200,-9000,-950,-9750
6529,100,-3200,-2600,8300,750,3350
6530,-2600,10200,-1700,-15000,0,-9100
6531,9200,-11200,5900,10400,-2150,12150
6532,0,3700,2000,-13900,2900,-5300
6533,-6300,-800,1000,7100,1000,2000
6534,9000,1200,-7000,14000,0,17200
6535,-2600,10100,-10800,-5900,1950,-7250
6536,0,-2800,14900,8200,-950,19350
6537,-3900,-3400,1000,-3900,2900,-7300
6538,-2600,10300,9100,2400,-1200,18000
6539,2700,100,100,0,0,2900
6540,7200,-7800,-1800,14400,-1200,10800
6541,2100,-9000,-2200,-2600,0,-11700
6542,-4400,4700,-1000,2600,-3350,-1450
6543,7300,3800,-7000,-3000,-950,150
6544,-3600,-2400,-1900,10300,2900,5300
6545,12300,-3600,9300,-5900,1000,13100
6546,200,-6300,8600,-400,-950,1150
6547,-2900,6500,2900,-4700,2900,4700
6548,0,6700,-12600,-3700,750,-8850
6549,-8300,11400,4900,3400,0,11400
6550,8600,4500,2100,-800,-10200,4200
6551,100,-5200,-2000,9400,12000,14300
6552,-6400,-3400,3000,9000,0,2200
6553,3900,4700,-900,-600,-10200,-3100
6554,11000,-8900,16000,-2800,0,15300
6555,0,4500,200,0,12000,16700
6556,-3000,3600,4800,-10600,-1200,-6400
6557,-3900,-8300,4500,14200,0,6500
6558,12200,-11900,2100,-1000,0,1400
6559,-700,3700,-9000,6200,-950,-750
6560,1100,6700,100,-3600,-2150,2150
6561,-6400,-9100,2900,9100,2900,-600
6562,1000,-6400,12800,5500,-8250,4650
6563,-3800,6700,0,600,-1200,2300
6564,6200,-6300,4600,-1600,0,2900
6565,100,15600,-8000,-2000,11050,16750
6566,-3800,-5500,2900,1200,-1200,-6400
6567,11100,13200,-6000,4300,1950,24550
6568,1000,-9300,14000,1200,-2150,4750
6569,-3600,-8400,800,-1700,2900,-10000
6570,-2000,-6000,9200,1200,0,2400
6571,0,8600,1100,8200,-950,16950
6572,200,1800,2000,-12000,-950,-8950
6573,-3000,6100,-3400,-2900,2900,-300
6574,8400,-5500,5800,15500,-8250,15950
6575,-3900,-9000,2700,2200,0,-8000
6576,-1700,5900,200,-3000,12000,13400
6577,10300,4400,2900,-12000,0,5600
6578,100,2800,-1100,15200,0,17000
6579,-4800,-6100,-1900,2200,0,-10600
6580,-2900,4600,2100,200,0,4000
6581,11200,15700,3900,-13800,0,17000
6582,-3500,800,900,1200,0,-600
6583,1000,-11200,1100,1000,0,-8100
6584,-2600,4000,100,0,0,1500
6585,-3800,3600,-10100,3200,0,-7100
6586,8400,-5600,5700,8200,0,16700
6587,1000,-2100,15900,2000,0,16800
6588,-9400,-800,2900,0,0,-7300
6589,12000,-8200,4800,10000,0,18600
6590,-5600,21400,1100,-10800,-1200,4900
6591,-1700,-6400,2900,12000,0,6800
6592,12100,10400,-4500,-13000,0,5000
6593,-1700,9200,900,-2800,0,5600
6594,-2800,-6300,3900,400,-2400,-7200
6595,100,7300,0,0,0,7400
6596,7500,3700,-10100,200,-950,350
6597,1000,-6100,200,11000,0,6100
6598,-3900,4500,13100,-10900,1950,4750
6599,100,6500,1000,-6500,750,1850
6600,1100,-2800,3700,-3600,-1200,-2800
6601,-3800,6400,-1200,4200,0,5600
6602,1000,6600,-11800,9000,-950,3850
6603,-8600,-2700,3900,1000,-950,-7350
6604,7400,6500,9000,1300,2900,27100
6605,200,-3400,2000,-9500,1950,-8750
6606,8200,1700,2900,2000,0,14800
6607,-1700,6400,700,-11600,-1200,-7400
6608,-7500,-6200,900,15400,-1200,1400
6609,13000,-2000,1800,-9800,-950,2050
6610,-2800,7300,1800,-2600,0,3700
6611,-6500,-3400,2000,-1900,1950,-7850
6612,12000,-9400,2900,13000,-950,17550
6613,0,19300,1000,-14700,1700,7300
6614,-3800,9300,-3700,4000,0,5800
6615,100,-9100,2000,13000,-950,5050
6616,1000,4600,200,-11000,0,-5200
6617,-5600,6700,100,-3700,1950,-550
6618,8400,0,-1800,-1800,-950,3850
6619,-3600,900,-1400,3300,2900,2100
6620,10200,-2900,-9200,8400,0,6500
6621,-1000,9300,9000,2200,0,19500
6622,-800,-5400,-2000,-800,0,-9000
6623,1000,-12100,14700,13200,0,16800
6624,200,-1300,1900,4000,0,4800
6625,-900,800,-5200,-800,-1200,-7300
6626,-2000,-3500,1000,13000,0,8500
6627,-2900,-2800,13000,1000,0,8300
6628,-1700,6600,100,0,0,5000
6629,10100,15800,-10800,1000,0,16100
6630,-3000,-5300,1100,14000,0,6800
6631,0,3800,200,-11000,0,-7000
6632,0,-9000,12300,11200,0,14500
