Months,CHN,SEA,EAS,USA,EUR,Total
6694,-2700,-2200,1000,-4800,0,-8700
6695,8600,12100,2800,-2600,-1200,19700
6696,-5000,0,-1200,12200,0,6000
6697,6000,12200,-1200,10400,-11150,16250
6698,6500,-1900,-900,0,0,3700
6699,-6600,200,1900,-7700,13950,1750
6700,-1900,-3000,700,-1600,-950,-6750
6701,9200,-2000,0,-2900,2900,7200
6702,9300,9700,0,-1000,0,18000
6703,-6900,-500,0,-2000,0,-9400
6704,12500,-4500,0,13200,-1200,20000
6705,-1000,-2300,-1200,200,0,-4300
6706,6600,11600,-2100,-600,-1200,14300
6707,-5900,100,-2100,-800,0,-8700
6708,14900,5100,4700,-6600,0,18100
6709,-5900,200,-900,0,-950,-7550
6710,9500,-1500,1000,2500,-8250,3250
6711,5100,1000,2800,-2800,0,6100
6712,-2600,-2200,0,-3900,13950,5250
6713,11700,9800,0,-1000,0,20500
6714,-4300,0,0,11000,0,6700
6715,10600,-4400,0,-1000,0,5200
6716,500,-5300,-1200,11400,-1200,4200
6717,8400,-2200,0,-1000,0,5200
6718,-200,-3100,0,0,0,-3300
6719,10100,9800,0,-1000,0,18900
6720,-2800,9800,-1200,200,0,6000
6721,2200,-5400,0,-1000,0,-4200
6722,10200,100,-1800,-800,-1200,6500
6723,-3400,11300,4700,-6400,-1200,5000
6724,-1800,-2300,0,-800,-2150,-7050
6725,-2700,12200,0,-800,-1200,7500
6726,-3400,200,0,9100,1950,7850
6727,8900,-4300,0,-2000,-1900,700
6728,100,-6800,-1200,-3700,2900,-8700
6729,-2700,-3700,-1200,-3700,1950,-9350
6730,9300,-2900,-1800,13200,-2150,15650
6731,-9400,13100,4700,-9500,2900,1800
6732,-5000,200,0,-2000,-950,-7750
6733,8300,9800,0,-2000,0,16100
6734,-4900,100,0,9100,1950,6250
6735,5300,-600,0,-1000,-950,2750
6736,-1200,-4400,-1200,9300,2900,5400
6737,14100,7400,0,-1000,0,20500
6738,-300,-3900,0,0,0,-4200
6739,4900,1300,0,12000,0,18200
6740,-5000,12000,0,-1000,0,6000
6741,5300,100,-2400,1400,0,4400
6742,-2900,-4400,-1800,-1000,0,-10100
6743,6900,-600,3500,-6400,0,3400
6744,-2000,-4500,0,1200,-1200,-6500
6745,10900,-2100,-2100,-3800,0,2900
6746,1300,6600,3800,4000,-12600,3100
6747,11100,100,0,200,-1200,10200
6748,-900,11200,0,-2000,11050,19350
6749,-3500,0,0,0,0,-3500
6750,9600,-1600,0,-4900,1000,4100
6751,-1900,11500,-1200,12200,-950,19650
6752,5900,300,-900,-2900,2900,5300
6753,-2700,-2100,700,-8500,1950,-10650
6754,5200,200,-8300,6400,-950,2550
6755,-5900,300,0,-4700,1700,-8600
6756,10700,-4500,12000,200,-1200,17200
6757,1300,-5300,0,-800,-1200,-6000
6758,10100,-3100,0,11200,-2150,16050
6759,-5100,-600,0,-1000,-950,-7650
6760,5800,10900,0,9100,1950,27750
6761,-500,-4400,0,-4900,1950,-7850
6762,12400,-4500,0,-800,-2150,4950
6763,-1900,9100,-2400,-1500,2900,6200
6764,-3100,-5000,-1800,-3900,1950,-11850
6765,11800,7400,4700,5400,0,29300
6766,-2000,-3000,-1200,200,0,-6000
6767,-3800,9200,-3000,-1600,-1200,-400
6768,-5900,200,4700,-5600,0,-6600
6769,6200,12100,-1200,10400,-1200,26300
6770,500,-5300,-900,-1000,-950,-7650
6771,1600,13200,1000,-6300,-450,9050
6772,2100,-7700,2800,7200,-950,3450
6773,9300,-2300,0,-1700,1700,7000
6774,2900,6700,0,10000,-950,18650
6775,8500,-1600,0,0,-950,5950
6776,-3600,10700,0,-3900,1000,4200
6777,14400,-9000,0,7100,2900,15400
6778,-4200,-700,0,-2700,750,-6850
6779,-2200,7800,0,0,-950,4650
6780,-4200,-700,0,8100,2900,6100
6781,-2700,9900,0,0,0,7200
6782,8500,-2200,0,12000,0,18300
6783,-5900,-600,0,-800,-1200,-8500
6784,10800,9800,-1200,400,-1200,18600
6785,-1900,-2200,-2400,600,-1200,-7100
6786,9200,9800,-4200,1400,-950,15250
6787,-1900,-2200,3800,-5600,-950,-6850
6788,5100,-1200,1000,-5700,1950,1150
6789,-3600,-1300,2800,-6700,1950,-6850
6790,-900,9700,0,0,-950,7850
6791,5900,-3000,-1200,8300,2900,12900
6792,600,-2300,0,-3700,750,-4650
6793,12000,12000,-3000,13400,-1200,33200
6794,-2600,100,4700,-6600,0,-4400
6795,10900,-2100,0,-2000,-950,5850
6796,9200,-2900,0,200,-1200,5300
6797,-3300,100,0,9300,750,6850
6798,-3500,10700,-1200,1200,-950,6250
6799,-5200,-500,-2100,-3700,1950,-9550
6800,-3400,100,3800,-5600,0,-5100
6801,6900,100,0,9100,1950,18050
6802,6900,300,0,-1000,-950,5250
6803,-4400,-2200,0,7300,-7300,-6600
6804,9300,-2200,0,-1000,0,6100
6805,-4600,-2800,0,-2000,12000,2600
6806,5900,300,0,200,-1200,5200
6807,1900,4400,0,200,-1200,5300
6808,6500,-1900,0,0,0,4600
6809,-6900,300,0,-3000,-950,-10550
6810,3500,11600,0,-3000,0,12100
6811,-4200,-800,0,-2900,1950,-5950
6812,-5300,-1100,0,8100,1950,3650
6813,6600,9200,0,-1000,0,14800
6814,-700,-5800,-1200,-800,0,-8500
6815,7700,-3100,0,-3000,0,1600
6816,-2900,-4400,-3000,-600,-1200,-12100
6817,8400,-2800,4700,5400,0,15700
6818,-400,6700,-2400,-400,-1200,2300
6819,10200,-3100,-1100,-2600,0,3400
6820,8000,7600,1600,-3600,0,13600
6821,-500,-4300,-3000,12200,-950,3450
6822,6800,8200,1900,-2800,-950,13150
6823,-5900,1100,-200,6500,2900,4400
6824,7500,-2200,4700,-300,-8250,1450
6825,-4800,7900,0,1200,-1200,3100
6826,3500,-600,0,-1000,0,1900
6827,-5200,9900,0,-1000,12000,15700
6828,9400,-3100,-1200,12200,0,17300
6829,-1300,-4500,-2100,-800,0,-8700
6830,7000,11400,-2100,1200,0,17500
6831,-3600,-3000,1700,-6400,0,-11300
6832,11300,-5800,4700,-7600,0,2600
6833,-2800,9000,-1200,200,0,5200
6834,8700,0,-900,-2000,0,5800
6835,-5000,11200,3800,6400,0,16400
6836,7600,-2100,0,-2000,0,3500
6837,-2900,-3600,-2400,13400,0,4500
6838,8500,11300,-1800,-1000,0,17000
6839,-4200,100,4700,-6600,0,-6000
6840,11500,-4500,0,11200,-1200,17000
6841,-4100,11300,0,-1000,0,6200
6842,9700,-4400,-1200,-800,0,3300
6843,8400,-3000,0,10200,-2150,13450
6844,400,7400,-1200,2600,-3350,5850
6845,7900,100,-2100,-4700,2900,4100
6846,300,-5300,1000,-6700,1000,-9700
6847,9600,12000,2800,-2600,-1200,20600
6848,-1800,100,0,-3900,1950,-3650
6849,9300,12000,0,-4700,750,17350
6850,-1000,-2200,-1200,11400,-2150,4850
6851,11000,-2300,-900,-1000,-950,5850
6852,-6000,-1400,-1400,4700,1000,-3100
6853,-4600,-1200,1900,-5700,2900,-6700
6854,11100,9700,1000,-6500,750,16050
6855,8300,-2100,-7400,19400,-950,17250
6856,-1900,-3000,0,-4900,2900,-6900
6857,5000,-2000,10800,200,0,14000
6858,-4100,12100,-2400,-600,0,5000
6859,10900,-3100,-1800,12000,0,18000
6860,-5200,-600,4700,-6600,0,-7700
6861,5100,13200,0,10000,0,28300
6862,-1800,-3000,-1200,200,0,-5800
6863,-3600,-1300,-1800,200,-1200,-7700
6864,12500,-4500,1900,-4800,0,5100
6865,-2000,-2900,2800,-2800,0,-4900
6866,13400,-5400,0,-1000,-950,6050
6867,-4400,11600,0,12000,-950,18250
6868,10600,-3700,0,-3900,2900,5900
6869,-3500,-3700,-3600,10700,1950,1850
6870,6000,13200,-900,0,0,18300
6871,-6700,0,1900,-2800,0,-7600
6872,-1000,9800,1900,-3800,0,6900
6873,12500,-5400,0,-1000,0,6100
6874,0,0,0,9200,-10200,-1000
6875,10200,100,0,-1000,0,9300
6876,-2600,12100,0,-1000,12000,20500
6877,10200,-2200,0,-1000,0,7000
6878,-4400,-600,0,-800,-1200,-7000
6879,-6300,-2000,0,200,-1200,-9300
6880,-3400,9700,0,-2000,0,4300
6881,11700,-4600,0,-1000,-950,5150
6882,-2700,-700,0,10200,-2150,4650
6883,8700,0,0,-2700,1700,7700
6884,-1800,100,0,-3900,1950,-3650
6885,7600,9000,0,-2000,0,14600
6886,-1000,-3000,0,-800,-2150,-6950
6887,13200,-3600,0,-1000,-950,7650
6888,-4300,200,0,-4900,2900,-6100
6889,-1000,9700,-1200,10300,1950,19750
6890,-900,-800,-900,-1000,0,-3600
6891,9200,-2300,1000,-2800,0,5100
6892,-5800,-600,2800,9200,0,5600
6893,-2900,10800,-1200,-1800,0,4900
6894,-300,-4500,0,-1000,0,-5800
6895,9300,200,0,12000,0,21500
6896,-1000,-3000,0,-1000,0,-5000
6897,10000,-2000,0,0,0,8000
6898,500,7400,0,-1000,0,6900
6899,-5400,-600,0,-1000,0,-7000
6900,8500,-2100,0,0,0,6400
6901,-6700,12300,0,-1000,0,4600
6902,-400,-5400,0,-1000,0,-6800
6903,-1800,-2300,-1200,1200,0,-4100
6904,11500,7400,-900,12000,0,30000
6905,-1000,-3800,1000,-3800,0,-7600
6906,8200,-1900,2800,-2800,0,6300
6907,2200,7400,0,200,-1200,8600
6908,9400,0,0,-800,-1200,7400
6909,-3300,-700,0,0,-950,-4950
6910,-3300,12100,0,-2000,0,6800
6911,-1800,-800,-1200,1200,-950,-3550
6912,-5800,12900,0,-6900,2900,3100
6913,11700,-2300,0,-500,-450,8450
6914,-2600,100,-1200,11200,0,7500
6915,7400,-2100,-10200,9400,-2150,2350
6916,-2600,-2200,-1800,0,-950,-7550
6917,11900,-2300,16700,-8500,2900,20700
6918,-2700,-700,0,-3900,1000,-6300
6919,-1400,-4300,0,-1800,-1200,-8700
6920,8300,9900,0,-1700,750,17250
6921,-1800,-3900,0,12000,-950,5350
6922,-2000,-3700,0,-5900,1950,-9650
6923,-2800,9100,0,-800,-1200,4300
6924,6500,-1900,-1200,7500,-8250,2650
6925,-1000,-2300,0,-1000,-950,-5250
6926,4800,8500,0,-2700,13700,24300
6927,-4300,-1400,0,-3000,0,-8700
6928,11600,6700,-2400,1400,-950,16350
6929,-1800,-3100,-2100,11200,0,4200
6930,-1100,-2200,-200,-5500,1950,-7050
6931,9200,9900,1000,-3800,-950,15350
6932,8600,100,4700,-10500,2900,5800
6933,1300,7400,-1200,400,-1200,6700
6934,-2600,-700,-900,-2000,0,-6200
6935,9200,-2100,1000,9400,-1200,16300
6936,-2700,-2200,2800,-4800,0,-6900
6937,-4400,9900,0,13200,-1200,17500
6938,-2800,-3600,0,0,-950,-7350
6939,5200,1000,0,12000,-950,17250
6940,-4400,10000,0,-2900,2900,5600
6941,9100,-3000,0,-4700,750,2150
6942,-2100,-4400,-10200,10200,0,-6500
6943,6900,0,0,-1000,-950,4950
6944,-400,6600,-1200,200,0,5200
6945,10800,-4600,12000,-3900,1950,16250
6946,-2500,-1500,0,0,-950,-4950
6947,8500,13000,0,-4700,1700,18500
6948,-1100,-2900,0,-1000,0,-5000
6949,9300,-1400,0,12000,0,19900
6950,-2900,10000,0,0,0,7100
6951,8800,-800,0,0,0,8000
6952,-5400,-2800,0,0,0,-8200
6953,-4300,12100,-1200,-800,0,5800
6954,-4300,-1300,0,0,0,-5600
6955,11800,-3100,-1800,0,0,6900
6956,-4500,200,4700,-6600,0,-6200
6957,8500,9000,0,-800,-1200,15500
6958,-6700,200,0,-1000,0,-7500
6959,13000,-5900,0,0,-950,6150
6960,-4500,-2900,0,10000,-950,1650
6961,6700,-2200,0,-2900,2900,4500
6962,5100,-9900,0,-5700,750,-9750
6963,8600,11300,-2400,1400,0,18900
6964,-1700,100,0,11200,-1200,8400
6965,8300,9800,-2300,-2400,0,13400
6966,-1000,-2200,1900,-4800,0,-6100
6967,9500,11200,1000,-3800,-950,16950
6968,-2100,-2200,1600,-6500,1950,-7250
6969,-300,-4600,-1200,11200,-950,4150
6970,-1100,9100,-11100,7300,2900,7100
6971,12400,-4400,1000,-4800,0,4200
6972,-4100,-800,14800,8600,-11400,7100
6973,-300,9900,-1200,200,0,8600
6974,-1100,-2300,0,-2000,12000,6600
6975,11700,-2100,0,200,-1200,8600
6976,-2400,11200,0,10000,0,18800
6977,-300,-2100,-1200,200,0,-3400
6978,-2500,12000,-1800,0,-950,6750
6979,-1900,-2300,4700,-6600,-950,-7050
6980,-2700,-500,-1200,-2700,1950,-5150
6981,8700,100,0,-4700,1700,5800
6982,-5400,-2600,0,-1000,0,-9000
6983,-7000,9900,-2400,400,0,900
6984,-4400,-1200,-2700,20200,-10200,1700
6985,2400,-300,5600,-4400,-1200,2100
6986,8500,-2200,0,200,10800,17300
6987,-2500,8900,0,-1000,-950,4450
6988,7500,-1300,0,-1000,0,5200
6989,2000,-7600,0,-3900,1950,-7550
6990,-2000,-2100,-1200,-800,-950,-7050
6991,7800,-600,-900,-3700,1700,4300
6992,-2700,9000,3800,7800,-2400,15500
6993,5500,-800,0,-1000,0,3700
6994,-2700,9000,0,0,-950,5350
6995,11800,-4600,0,12000,-950,18250
6996,1100,-4400,0,-3700,750,-6250
6997,9500,11200,0,-2700,750,18750
6998,10000,-2100,-1200,-800,-950,4950
6999,-3500,-3000,0,-2900,1950,-7450
7000,6100,12200,0,9100,1950,29350
7001,-2700,-2200,0,-2000,-950,-7850
7002,-2600,12200,0,-3700,1700,7600
7003,11000,-2300,-1200,8700,-9450,6750
7004,500,-3100,0,-2000,0,-4600
7005,7600,400,-1800,-1000,11050,16250
7006,-1800,-2200,4700,-6400,-1200,-6900
7007,9300,9900,0,-4900,1950,16250
7008,400,-4500,0,-4000,-950,-9050
7009,-2000,-3800,-2400,-3500,2900,-8800
7010,8700,900,-2100,22400,-10200,19700
7011,-2900,9300,1000,-5800,0,1600
7012,-400,-4600,1600,-2400,10800,5000
7013,-2800,-2900,-900,-1000,0,-7600
7014,7000,12100,1000,6200,-950,25350
7015,400,7600,2800,-1600,-1200,8000
7016,-4500,-2200,0,-3900,1950,-8650
7017,5000,-3700,-10200,22200,-950,12350
7018,-2100,-3600,0,-2900,2900,-5700
7019,-3200,7000,12000,-2000,0,13800
7020,8400,-2100,0,0,0,6300
7021,400,-6000,0,-1000,0,-6600
7022,7400,10800,0,12000,0,30200
7023,3200,-12900,0,0,0,-9700
7024,11700,-4500,0,-1000,0,6200
7025,-4300,9800,-1200,-800,0,3500
7026,-1100,-3000,0,-1000,0,-5100
7027,-800,11200,0,0,0,10400
7028,7700,100,0,-1000,0,6800
7029,-5100,12100,0,0,0,7000
7030,8300,-2800,0,0,0,5500
7031,-5400,-1100,0,0,0,-6500
7032,-3400,9800,0,0,0,6400
7033,7600,-3000,0,-1800,-1200,1600
7034,-7100,12200,-2400,2400,0,5100
7035,9900,-4400,-1800,0,0,3700
7036,-7800,-500,4700,-5600,-950,-10150
7037,5300,12200,0,0,-950,16550
7038,8100,7700,-10200,3300,2900,11800
7039,-1700,-2300,-1200,-500,750,-4950
7040,4800,-2700,10200,0,0,12300
7041,-4200,100,4700,-8600,0,-8000
7042,4100,9900,-1200,200,0,13000
7043,-800,-6700,0,11000,0,3500
7044,6000,-2900,0,-4000,0,-900
7045,-1200,-5200,-1200,1400,-1200,-7400
7046,9800,7500,0,0,0,17300
7047,11600,-5300,-1800,11000,-950,14550
7048,-3300,-800,4700,-6600,0,-6000
7049,6700,9900,0,-3900,1950,14650
7050,4500,-6900,0,-2000,-950,-5350
7051,10900,9000,-1200,-2700,2900,18900
7052,-4900,100,-1200,11400,-1200,4200
7053,8300,-2900,0,-1000,0,4400
7054,-1200,6700,-1800,1400,-2400,2700
7055,-5100,200,4700,5400,0,5200
7056,9400,-700,-1200,1200,-950,7750
7057,-4100,12900,0,-1000,-950,6850
7058,12600,9700,0,-2700,1700,21300
7059,7500,200,0,8100,1950,17750
7060,-3400,-6700,-2100,1200,-950,-11950
7061,8600,9700,1000,-2800,0,16500
7062,-2000,-5300,2800,-5700,1950,-8250
7063,-2000,-3000,0,-2000,-950,-7950
7064,10100,9800,0,6300,-7300,18900
7065,-2600,-3000,0,1200,-1200,-5600
7066,9500,12100,0,-2800,-1200,17600
7067,-3700,-2100,0,-1000,12000,5200
7068,-3700,10000,0,11000,0,17300
7069,11800,-3100,0,-1000,-950,6750
7070,7800,200,0,0,0,8000
7071,2100,-4500,0,-3700,750,-5350
7072,-3200,7800,0,-4900,1950,1650
7073,-1900,-3800,0,400,-2400,-7700
7074,5300,1100,0,-2000,0,4400
7075,-1000,6600,-1200,13200,-950,16650
7076,-900,0,0,9200,-10200,-1900
7077,-5200,12200,-1200,-2700,1950,5050
7078,6700,400,-1800,-2900,1950,4350
7079,-3500,-2300,4700,-6600,12000,4300
7080,10200,-2200,0,1200,-1200,8000
7081,-5100,-700,-10200,9200,0,-6800
7082,12400,-5300,0,0,-950,6150
7083,-6100,13100,0,0,0,7000
7084,8600,-3000,12000,-2900,1950,16650
7085,-300,-2300,0,-2900,1950,-3550
7086,10400,0,0,200,-1200,9400
7087,600,9700,0,-1000,0,9300
7088,11100,-800,0,0,0,10300
7089,-5100,-700,0,0,0,-5800
7090,-1000,10600,0,12200,-1200,20600
7091,8500,300,-2400,-600,0,5800
7092,-500,-4500,-1200,-1800,0,-8000
7093,-2700,-2100,-1800,200,-2150,-8550
7094,7000,-700,4700,-5600,-950,4450
7095,-4300,100,0,-5900,2900,-7200
7096,100,4600,0,-2700,750,2750
7097,-6000,300,-10200,7200,0,-8700
7098,6100,-800,-1200,1400,-2150,3350
7099,-6200,-1100,10200,-2000,0,900
7100,-5300,9900,4700,-10500,1950,750
7101,10100,-3000,-11400,9400,-950,4150
7102,-2700,-2300,0,-3700,1700,-7000
7103,4900,10000,12000,0,0,26900
7104,-1300,-4400,0,11000,-950,4350
7105,10200,-3900,0,-800,-1200,4300
7106,-6000,300,0,9100,1950,5350
7107,10600,7700,0,-1000,0,17300
7108,1900,-6700,0,-4900,1950,-7750
7109,5300,10400,-1200,200,0,14700
7110,-2100,-3700,-900,-2800,-1200,-10700
7111,6600,-1900,-2600,-1200,0,900
7112,6800,9100,100,-2800,-950,12250
7113,-5000,100,5600,5400,-950,5150
7114,12500,6600,0,-2900,2900,19100
7115,-1900,-3000,0,-3900,1950,-6850
7116,7400,10000,-2100,11200,0,26500
7117,1900,-6900,1000,-2800,0,-6800
7118,15000,7400,2800,8200,0,33400
7119,0,-800,0,-1800,-1200,-3800
7120,9400,-1600,0,-1000,0,6800
7121,-1900,9800,0,200,-1200,6900
7122,-7200,-1200,0,11000,0,2600
7123,-1800,-2200,-1200,-600,-2150,-7950
7124,6600,10000,0,0,0,16600
7125,-3600,-2800,0,-2900,1950,-7350
7126,9900,-4400,0,200,-1200,4500
7127,-4400,9000,0,-5900,1950,650
7128,-5900,200,-1200,-1600,-1200,-9700
7129,6200,100,-3000,12200,-950,14550
7130,-500,7600,4700,-7400,-2150,2250
7131,11000,-3000,-1200,-4500,1700,4000
7132,8400,100,-2100,-4700,1950,3650
7133,-2700,8900,-1400,-2400,-950,1450
7134,6700,-2800,1000,9200,-950,13150
7135,-3600,-1200,4700,1500,2900,4300
7136,8400,9900,0,-2700,750,16350
7137,500,-5300,0,-1000,0,-5800
7138,-5100,200,0,12000,0,7100
7139,7600,300,0,-1000,-950,5950
7140,-400,7500,0,12000,-950,18150
7141,11900,-2300,0,-2900,2900,9600
7142,-1700,-800,0,12000,-950,8550
7143,10200,100,0,-2900,2900,10300
7144,-5200,12100,0,-2000,0,4900
7145,3500,-300,0,-1000,0,2200
7146,-8500,1100,0,1200,-1200,-7400
7147,-5300,-2100,0,0,0,-7400
7148,11700,-4600,0,-2000,0,5100
7149,-5300,-2900,0,-800,-1200,-10200
7150,5200,200,0,-1000,0,4400
7151,-2400,11200,0,-3000,-950,4850
7152,7000,-700,-1200,-600,-2150,2350
7153,-6000,13100,-2400,7700,1700,14100
7154,13900,-6800,-2700,-3900,1950,2450
7155,-7100,-1900,3800,-8600,0,-13800
7156,500,-5300,4700,-5000,-4550,-9650
7157,6800,200,0,-5900,1950,3050
7158,9300,9100,0,11000,0,29400
7159,-5500,-1900,0,-5900,1000,-12300
7160,11100,-2300,0,12000,-950,19850
7161,-3600,9800,0,-6900,2900,2200
7162,9300,-3000,-1200,-2500,750,3350
7163,-1800,200,0,10200,-1200,7400
7164,8300,-2000,0,-1000,-950,4350
7165,-3500,9800,0,0,0,6300
7166,9300,-3900,-1200,6500,750,11450
7167,-300,-2100,-1800,200,-1200,-5200
7168,7500,10000,3500,4700,1950,27650
7169,-3600,-2000,0,-800,-2150,-8550
7170,10100,-2300,0,200,-2150,5850
7171,-300,9100,-1200,9300,2900,19800
7172,10200,-2200,0,-3900,1000,5100
7173,11700,9800,-1400,6600,-950,25750
7174,-5000,-700,1900,-7500,1700,-9600
7175,9500,100,-3000,9500,750,16850
7176,-1800,12100,4700,4800,-12350,7450
7177,-1600,0,0,-2000,-950,-4550
7178,11700,-2200,-1200,-3700,14900,19500
7179,-1900,-2200,-3000,-3700,1000,-9800
7180,-900,100,4700,4400,-950,7350
7181,-200,-3100,0,-4900,2900,-5300
7182,10900,-1300,-1200,8300,1950,18650
7183,-1600,-1600,100,-3600,-1200,-7900
7184,-3500,1000,2800,19400,-10200,9500
7185,-5900,12200,0,-1000,0,5300
7186,-5900,300,0,0,12000,6400
7187,10100,-2300,0,0,0,7800
7188,400,-4600,-1200,11200,0,5800
7189,10100,-3100,0,-1800,-1200,4000
7190,-5300,400,0,-800,-1200,-6900
7191,11000,-4600,0,-1000,-950,4450
7192,-1200,8900,0,-1000,0,6700
7193,-6900,-400,0,-3900,1950,-9250
7194,400,-3600,0,-1000,-950,-5150
7195,7800,12100,0,-5900,2900,16900
7196,2100,-7700,-1200,-800,0,-7600
7197,10700,-2100,-900,-2000,0,5700
7198,-3600,8200,-200,16800,-11400,9800
7199,9100,-3600,1600,-200,-2400,4500
7200,-2000,-2900,-1800,-2000,-950,-9650
7201,-2800,9000,4700,-6600,12000,16300
7202,-5100,100,-3600,-2100,-200,-10900
7203,-3500,9900,0,10000,-950,15450
7204,5200,100,-3000,-1700,2900,3500
7205,-3000,-5300,2900,500,1950,-2950
7206,6000,12300,3500,-6200,-2150,13450
7207,-6100,-2100,-2100,9300,2900,1900
7208,7800,0,-200,-4600,0,3000
7209,-400,7400,2800,8200,-950,17050
7210,9300,-3900,0,-4900,1950,2450
7211,-3600,-1400,0,9000,0,4000
7212,7700,12000,0,-2900,1950,18750
7213,200,-7700,0,9200,-1200,500
7214,6000,300,0,9400,-11400,4300
7215,-1200,6700,0,-2800,-1200,1500
7216,10800,-2000,-1200,1200,-950,7850
7217,1100,4300,-1800,-2000,12000,13600
7218,9400,0,4700,-11500,1950,4550
7219,-3700,-2800,0,-500,-450,-7450
7220,8500,9900,-1200,-2800,0,14400
7221,-3300,-700,0,-1000,-950,-5950
7222,6700,13100,0,10000,-950,28850
7223,-3000,-4300,0,-3900,2900,-8300
7224,10300,-7500,0,8100,1950,12850
7225,-2800,-2100,0,-800,-1200,-6900
7226,9300,9100,0,11400,-2400,27400
7227,-3400,-2200,0,-800,-2150,-8550
7228,-600,-8300,-1200,11400,-1200,100
7229,-3800,7800,-900,-2900,1000,1200
7230,7500,-2200,1000,-2800,-950,2550
7231,-900,8900,2800,-7700,2900,6000
7232,10200,100,0,-1700,-200,8400
7233,-4200,12200,0,-1000,0,7000
7234,5100,400,0,8100,1950,15550
7235,-2500,0,0,0,-950,-3450
7236,11100,9700,0,8100,2900,31800
7237,-3600,100,0,-5900,1950,-7450
7238,6200,-700,-1200,1400,-1200,4500
7239,3800,-4600,0,-1000,0,-1800
7240,8400,11500,0,10000,-950,28950
7241,-4500,-1100,0,1200,-1200,-5600
7242,10200,-2200,0,-3900,1950,6050
7243,-4400,-2900,-1200,400,-2150,-10250
7244,-5300,-2200,-1800,-5900,2900,-12300
7245,9200,9900,4700,-4400,-1200,18200
7246,-2500,-700,0,12000,-950,7850
7247,-5000,0,-1200,-1800,-950,-8950
7248,8200,10100,0,-3900,2900,17300
7249,9900,-4400,0,8300,750,14550
7250,-1800,-3100,0,-4000,0,-8900
7251,8500,100,-2400,1400,-950,6650
7252,-7800,400,-1800,11000,0,1800
7253,7000,12100,4700,-8500,1950,17250
7254,-1700,-2300,0,0,-950,-4950
7255,15600,-6900,0,-5900,2900,5700
7256,-900,-800,0,9000,0,7300
7257,6700,-500,-10200,10200,0,6200
7258,-3300,12100,0,-1600,-2400,4800
7259,6200,100,10800,-800,0,16300
7260,3600,5200,0,-2000,0,6800
7261,-6200,200,-1800,-3000,-950,-11750
7262,9900,-5300,4700,-8400,-1200,-300
7263,-400,-4600,0,-2700,750,-6950
7264,-2700,9000,0,10000,-950,15350
7265,-500,-4300,0,-4900,1950,-7750
7266,8300,-2900,-1200,12200,0,16400
7267,-3100,7600,0,-2000,-950,1550
7268,13300,-6200,0,-3900,1950,5150
7269,-4100,12900,0,6100,2900,17800
7270,-5900,-700,-10200,9200,0,-7600
7271,300,-6800,0,-1000,0,-7500
7272,-2600,12100,12000,-3000,0,18500
7273,9200,-3100,0,1200,-1200,6100
7274,-100,9700,0,0,0,9600
7275,10200,100,-1200,11200,0,20300
7276,-4800,7900,-1800,-3000,0,-1700
7277,8500,-3800,2300,-4200,0,2800
7278,-2800,-1300,-1800,-2000,0,-7900
7279,-900,8900,2300,-5200,0,5100
7280,9000,-2100,-1800,-1000,0,4100
7281,-4400,-2200,4700,4400,0,2500
7282,13400,7400,-1200,400,-1200,18800
7283,-3000,-2900,-1200,-800,0,-7900
7284,-5000,-700,-1800,12000,-950,3550
7285,6400,7200,4700,-7600,-950,9750
7286,-1300,-3600,0,8300,1700,5100
7287,-1800,8900,0,-3900,1950,5150
7288,8300,-2800,0,0,0,5500
7289,-6600,200,0,11000,0,4600
7290,11800,8900,0,0,0,20700
7291,-3600,1200,0,0,0,-2400
7292,4000,9200,0,11000,0,24200
7293,-3600,-1200,-1200,1200,0,-4800
7294,8500,-3000,0,0,0,5500
7295,-1800,-2300,0,200,-1200,-5100
7296,11300,-6700,0,0,0,4600
7297,-2200,6800,0,0,0,4600
7298,4300,200,0,0,-950,3550
7299,-6100,9200,0,0,-950,2150
7300,12100,-6800,0,-2900,2900,5300
7301,-6100,-3000,0,-3900,1950,-11050
7302,11500,7600,0,0,0,19100
7303,-1300,-5200,0,0,0,-6500
7304,7600,9900,0,-1000,0,16500
7305,-4900,-800,0,-1000,0,-6700
7306,6000,100,0,-800,-1200,4100
7307,-3500,9800,0,0,0,6300
7308,-100,-2300,0,-1800,-1200,-5400
7309,9800,9100,0,-1000,0,17900
7310,8500,300,0,12200,-1200,19800
7311,-6700,100,0,-1000,-950,-8550
7312,6000,9900,-1200,1200,-950,14950
7313,-3000,-4400,-900,-3900,2900,-9300
7314,-1900,-3000,1000,-6700,1950,-8650
7315,9300,-3100,1600,-2600,0,5200
7316,8600,12100,0,-2000,0,18700
7317,-4300,0,0,-1000,0,-5300
7318,1300,7500,0,11000,0,19800
7319,8500,-600,0,-1000,0,6900
7320,-2500,100,0,13200,-1200,9600
7321,11600,7500,0,0,0,19100
7322,-4400,200,0,0,-950,-5150
7323,11600,-4500,0,0,0,7100
7324,-2700,-3100,0,-2900,1950,-6750
7325,11600,-4400,0,0,-950,6250
7326,11800,8900,0,-3700,1700,18700
7327,-1800,100,0,400,-2400,-3700
7328,-5100,200,0,0,0,-4900
7329,11900,9700,0,12200,-2150,31650
7330,-3600,-500,0,0,0,-4100
7331,-4300,-600,0,-2900,1000,-6800
7332,7200,-3500,0,0,-950,2750
7333,-8600,12500,0,-2900,2900,3900
